Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level,Total_Tasks,Completion_Percentage,Completed_Tasks,Pending_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Project_Progress
PROJ_3597,Marketing,16,739612.5,18,5.24,5,Waterfall,Senior,4,1,2.26,Planning,Volatile,0.07,0.87,3,1.53,High,Expert,2,Medium,0.0,0.78,Moderate,Internal,0.74,6.1,0.72,Critical,0.35,7,0.73,0.0,Senior PM,Managed,High,Moderate,,Time & Materials,Low,Moderate,Occasional,Basic,Formal,Fully Colocated,Good,10,8,1.1,Medium,112,49,54,58,6,11.86,7,High,2880,3221,In Progress
PROJ_3598,IT,9,717808.99,13,4.32,10,Kanban,Senior,3,3,3.97,Execution,Moderate,0.15,0.65,1,3.88,Low,New,1,Excellent,0.0,0.92,Moderate,Government,0.9,1.95,0.78,Medium,1.44,0,0.74,0.24,Mid-level PM,Optimizing,Strict,Moderate,Mixed,Hybrid,Low,Moderate,Occasional,Basic,Advanced,Fully Remote,Excellent,9,4,1.0,Low,54,18,9,45,0,35.58,13,Medium,2080,2820,Not Started
PROJ_3599,R&D,13,1164917.82,18,8.5,13,Agile,Mixed,1,3,2.78,Initiation,Stable,0.33,0.96,0,3.85,Medium,New,3,Excellent,0.15,0.67,Moderate,External,0.19,2.59,0.78,Low,1.42,2,0.74,0.0,Mid-level PM,Defined,Strict,Excellent,,Fixed-Price,Low,Extreme,First-time,,,Hybrid,Basic,9,8,1.0,Critical,91,18,16,75,4,39.97,6,High,2880,4031,Not Started
PROJ_3600,Marketing,21,773527.7,20,7.31,10,Waterfall,Mixed,1,3,0.63,Planning,Moderate,0.2,0.65,1,2.97,Low,New,3,Low,0.0,1.28,Strong,Government,0.69,9.14,0.44,Medium,0.5,6,0.42,0.0,Mid-level PM,Defined,Low,Poor,,Cost-Plus,Low,High,Occasional,Basic,Basic,Fully Remote,Basic,3,3,1.0,Critical,84,35,29,55,1,26.81,5,Low,3200,4057,In Progress
PROJ_3601,IT,8,995338.83,13,5.85,9,Agile,Mixed,0,3,1.4,Closure,Volatile,0.24,0.72,2,1.3,Low,Familiar,4,Poor,0.11,0.66,Moderate,Internal,0.19,5.0,0.92,Critical,0.08,7,0.82,0.82,Junior PM,Defined,High,Limited,Mixed,Hybrid,Medium,Moderate,Strategic,Basic,Formal,Partially Colocated,Poor,11,3,1.1,Medium,32,13,4,28,0,39.6,3,Medium,2080,2903,Not Started
PROJ_3602,IT,14,1076803.7,20,9.1,9,Agile,Junior,2,5,1.55,Closure,Stable,0.36,0.77,3,3.19,Low,Familiar,5,High,0.12,1.26,Strong,External,0.52,5.25,0.69,Low,2.94,2,0.88,0.59,Junior PM,Defined,High,Limited,Mixed,Fixed-Price,Low,High,Occasional,,Basic,Hybrid,Poor,10,1,1.1,High,98,90,88,10,1,26.4,0,Medium,3200,4044,In Progress
PROJ_3603,Construction,21,1531123.62,14,3.44,12,Hybrid,Junior,0,3,0.76,Closure,Moderate,0.17,0.86,1,5.37,Critical,Familiar,4,High,0.0,0.7,Weak,Mixed,0.8,7.17,0.38,Low,0.12,6,0.67,0.0,Mid-level PM,Optimizing,Low,Excellent,,Hybrid,Medium,Stable,Regular,Advanced,Formal,Fully Colocated,Basic,5,4,1.0,Low,84,25,21,63,7,29.34,14,Medium,2240,2897,Not Started
PROJ_3604,Marketing,10,390886.05,13,5.26,6,Hybrid,Senior,4,2,0.82,Monitoring,Volatile,0.25,0.53,0,5.05,High,Expert,4,High,0.01,1.19,Moderate,Internal,0.14,9.44,0.48,High,1.8,3,0.81,0.0,Senior PM,Ad-hoc,Medium,Moderate,,Time & Materials,High,Stable,First-time,Formal,,Hybrid,Good,5,1,1.0,High,70,24,16,54,7,15.55,14,Low,2080,2403,Not Started
PROJ_3605,Healthcare,17,1031885.55,20,7.63,12,Agile,Junior,0,3,0.53,Planning,Volatile,0.26,0.61,3,1.82,Medium,New,1,High,0.0,0.85,Weak,Internal,0.32,9.37,0.55,Critical,0.89,6,0.76,0.0,Certified PM,Managed,High,Excellent,,Hybrid,Low,Extreme,Strategic,Formal,Formal,Hybrid,Basic,6,2,1.0,High,85,61,51,34,0,17.32,8,Medium,3200,3754,In Progress
PROJ_3606,R&D,22,1946930.27,28,10.0,13,Agile,Mixed,1,5,1.22,Initiation,Moderate,0.61,0.76,1,3.57,Low,Expert,2,Low,0.0,0.61,Moderate,Internal,0.08,6.67,0.9,High,0.4,6,0.68,0.0,Junior PM,Ad-hoc,Medium,Moderate,,Fixed-Price,Medium,High,Regular,,,Hybrid,Excellent,2,11,1.0,Critical,132,78,102,30,7,5.77,14,Medium,4480,4738,In Progress
PROJ_3607,Marketing,5,610650.0,9,4.46,6,Kanban,Senior,5,1,1.61,Execution,Moderate,0.18,0.43,0,3.36,Critical,Expert,3,Low,0.19,0.71,Moderate,Government,0.55,9.9,0.42,Medium,3.41,5,0.84,0.0,Mid-level PM,Managed,Strict,Excellent,,Fixed-Price,Medium,High,Regular,Basic,Formal,Partially Colocated,Basic,10,1,1.1,Medium,25,14,3,22,6,32.91,0,Medium,1440,1913,Not Started
PROJ_3608,Healthcare,9,590528.63,11,3.55,4,Kanban,Mixed,0,2,0.21,Monitoring,Moderate,0.3,0.89,0,2.76,Low,New,4,Poor,0.0,0.79,Weak,External,0.48,9.2,0.39,Low,0.09,2,0.67,0.0,Senior PM,Managed,Medium,Moderate,,Fixed-Price,Low,Moderate,Occasional,Formal,Formal,Fully Remote,Poor,12,3,1.0,High,63,29,18,45,6,37.24,3,Medium,1760,2415,Not Started
PROJ_3609,IT,15,1163898.09,12,5.5,10,Agile,Junior,2,2,2.04,Initiation,Moderate,0.49,0.81,3,3.35,High,New,3,High,0.13,0.66,Weak,Government,0.15,2.62,0.98,Critical,0.33,5,0.92,0.55,Mid-level PM,Ad-hoc,Strict,Limited,Modern/Stable,Hybrid,Medium,Moderate,Strategic,Basic,,Partially Colocated,Excellent,7,1,1.0,Medium,90,88,79,11,4,24.94,2,Low,1920,2398,In Progress
PROJ_3610,IT,13,1614951.6,18,7.8,17,Scrum,Senior,5,5,2.16,Monitoring,Moderate,0.14,0.53,2,7.45,Critical,Familiar,4,Low,0.08,0.71,Moderate,External,0.98,5.05,0.32,Critical,2.1,2,0.66,0.56,Certified PM,Managed,High,Moderate,Modern/Stable,Fixed-Price,Low,High,Strategic,Formal,Advanced,Fully Colocated,Excellent,3,3,1.0,Low,91,27,24,67,0,13.75,6,High,2880,3276,Not Started
PROJ_3611,Manufacturing,13,716514.78,13,4.81,9,Waterfall,Senior,4,1,0.53,Monitoring,Stable,0.23,0.68,1,2.79,Low,Expert,3,Medium,0.0,0.63,Moderate,Internal,0.49,6.4,0.69,Critical,1.72,5,0.8,0.0,Mid-level PM,Managed,Low,Limited,,Time & Materials,High,Moderate,Regular,Formal,Advanced,Hybrid,Excellent,9,4,1.0,Low,78,11,8,70,1,6.16,4,High,2080,2208,Not Started
PROJ_3612,Construction,25,1579479.92,20,5.65,12,Waterfall,Mixed,0,3,1.43,Initiation,Moderate,0.14,0.79,3,2.46,High,Expert,2,High,0.0,1.18,Strong,External,0.94,1.98,0.41,Critical,1.1,5,0.93,0.0,Mid-level PM,Defined,Medium,Good,,Time & Materials,Medium,High,Occasional,Basic,Formal,Fully Colocated,Basic,12,3,1.0,Medium,150,22,33,117,3,10.61,4,Medium,3200,3539,Not Started
PROJ_3613,Healthcare,19,944849.43,13,3.59,12,Waterfall,Expert,2,0,0.18,Initiation,Volatile,0.11,0.72,2,1.94,Critical,Expert,4,Poor,0.0,1.02,Moderate,External,0.19,4.9,0.67,Medium,1.33,4,0.63,0.0,Certified PM,Optimizing,Medium,Limited,,Fixed-Price,Medium,High,Regular,Formal,Basic,Partially Colocated,Excellent,4,1,1.0,Low,114,13,14,100,1,10.22,3,Low,2080,2292,Not Started
PROJ_3614,IT,8,957873.3,17,6.27,13,Kanban,Expert,0,2,6.38,Closure,Moderate,0.33,0.58,3,0.45,High,Expert,1,Medium,0.0,0.75,Strong,Internal,0.3,6.24,0.96,High,4.11,6,0.84,0.8,Mid-level PM,Optimizing,Strict,Poor,Mixed,Time & Materials,Low,High,Occasional,Advanced,Formal,Fully Colocated,Basic,2,7,1.0,Low,48,51,24,24,5,24.54,0,Medium,2720,3387,In Progress
PROJ_3615,Construction,38,2316541.47,29,6.04,16,Waterfall,Mixed,1,4,0.85,Execution,Stable,0.12,0.72,1,0.6,High,Familiar,1,Excellent,0.0,0.72,Weak,Mixed,0.24,3.34,0.92,Medium,3.53,4,0.63,0.0,Junior PM,Managed,Low,Excellent,,Time & Materials,High,Stable,Regular,Basic,Formal,Fully Colocated,Good,12,8,1.0,Low,266,83,220,46,6,37.8,4,High,4640,6393,In Progress
PROJ_3616,IT,9,1131988.13,14,5.73,11,Agile,Senior,1,4,0.62,Initiation,Moderate,0.38,0.76,1,2.51,Medium,Expert,3,High,0.02,0.84,Weak,External,0.25,3.23,0.68,High,0.49,6,0.64,0.16,Certified PM,Optimizing,High,Moderate,Mixed,Fixed-Price,Low,High,Regular,Advanced,Formal,Partially Colocated,Poor,4,2,1.0,Low,54,70,37,17,2,1.93,3,High,2240,2283,In Progress
PROJ_3617,IT,12,1282189.82,19,7.88,12,Agile,Senior,0,5,0.57,Closure,Moderate,0.41,0.8,2,1.58,Low,Expert,3,High,0.04,0.95,Moderate,External,0.86,5.59,0.36,Low,0.52,0,0.7,0.59,Mid-level PM,Managed,High,Moderate,Legacy/Unstable,Time & Materials,Low,Moderate,Strategic,Basic,Formal,Hybrid,Basic,6,2,1.0,Medium,72,17,12,60,2,0.04,13,Low,3040,3041,Not Started
PROJ_3618,IT,7,717306.95,7,3.78,7,Agile,Senior,1,3,4.57,Planning,Stable,0.11,0.69,0,1.6,Low,Familiar,5,High,0.26,0.79,Strong,External,0.76,5.15,0.74,Medium,2.64,0,0.86,0.08,Senior PM,Ad-hoc,Strict,Excellent,Modern/Stable,Time & Materials,Medium,Moderate,Occasional,Basic,Basic,Hybrid,Excellent,10,1,1.1,Low,35,76,26,9,6,24.01,9,High,1120,1388,In Progress
PROJ_3619,Healthcare,10,1052458.25,14,6.76,14,Agile,Mixed,0,5,2.37,Closure,Moderate,0.49,0.13,1,2.84,Medium,Familiar,4,High,0.17,1.01,Moderate,External,0.75,2.59,0.33,Low,0.2,2,0.85,0.0,Junior PM,Ad-hoc,Strict,Moderate,,Time & Materials,High,Moderate,Strategic,,,Fully Remote,Basic,3,1,1.0,Critical,40,72,28,12,5,11.36,12,Medium,2240,2494,In Progress
PROJ_3620,Construction,36,2165277.82,28,6.04,21,Waterfall,Senior,1,4,0.29,Planning,Volatile,0.14,0.68,0,0.89,High,Expert,2,Excellent,0.0,0.82,Moderate,Internal,0.2,1.9,0.51,Critical,0.99,5,0.96,0.0,Mid-level PM,Managed,High,Moderate,,Cost-Plus,Low,Stable,Strategic,Basic,Formal,Fully Remote,Excellent,2,10,1.0,Low,144,18,25,119,2,35.22,7,Low,4480,6057,Not Started
PROJ_3621,Construction,18,1285472.69,17,5.15,13,Hybrid,Mixed,1,4,1.35,Initiation,Moderate,0.25,0.81,1,3.21,Low,New,4,High,0.0,1.13,Strong,External,0.26,4.79,0.93,High,1.43,3,0.79,0.0,Senior PM,Defined,Low,Good,,Fixed-Price,Low,High,First-time,Formal,Basic,Hybrid,Basic,10,1,1.0,Medium,90,20,18,72,7,13.09,1,High,2720,3076,Not Started
PROJ_3622,IT,10,773981.05,17,6.11,11,Kanban,Senior,1,4,0.69,Execution,Moderate,0.17,0.55,1,1.92,Critical,Expert,5,High,0.0,0.67,Moderate,External,0.91,6.56,0.44,Low,0.89,0,0.68,0.16,Mid-level PM,Managed,High,Excellent,Modern/Stable,Time & Materials,Low,Moderate,Regular,Formal,Basic,Fully Colocated,Good,12,5,1.1,Low,50,51,25,25,6,11.59,7,Medium,2720,3035,In Progress
PROJ_3623,Healthcare,2,388419.02,5,2.41,3,Agile,Expert,2,1,1.58,Execution,Moderate,0.11,0.52,3,2.1,High,Expert,3,Excellent,0.17,1.11,Strong,Mixed,0.42,3.0,0.45,Low,0.71,4,0.74,0.0,Certified PM,Optimizing,Strict,Poor,,Time & Materials,Low,Stable,Regular,Formal,Formal,Hybrid,Basic,12,1,1.0,Low,14,22,3,11,2,10.78,0,Low,800,886,Not Started
PROJ_3624,IT,7,796639.0,9,3.28,12,Kanban,Expert,3,3,1.15,Planning,Moderate,0.39,0.61,2,1.89,High,Expert,5,High,0.0,0.92,Weak,External,0.34,4.21,0.98,High,0.44,0,0.76,0.67,Certified PM,Managed,Strict,Good,Modern/Stable,Fixed-Price,High,Stable,Regular,,Formal,Hybrid,Good,2,1,1.0,Low,49,45,22,27,6,5.79,12,Medium,1440,1523,In Progress
PROJ_3625,R&D,10,1254986.13,14,6.22,12,Agile,Mixed,0,3,0.76,Planning,Moderate,0.48,0.29,0,3.81,Low,New,4,Excellent,0.1,1.07,Moderate,External,0.86,2.03,0.57,High,2.99,4,0.89,0.0,Senior PM,Defined,High,Moderate,,Time & Materials,Low,Moderate,Regular,Basic,Formal,Fully Colocated,Basic,2,6,1.0,Medium,70,22,15,55,4,23.26,3,High,2240,2761,Not Started
PROJ_3626,IT,5,516617.46,7,3.27,6,Scrum,Senior,3,0,2.45,Initiation,Moderate,0.24,0.47,2,5.08,Low,Familiar,3,Poor,0.14,0.85,Moderate,Internal,0.6,4.05,0.9,Low,0.9,0,0.58,0.11,Certified PM,Managed,Strict,Limited,Modern/Stable,Fixed-Price,High,Stable,First-time,Formal,Formal,Fully Colocated,Poor,11,2,1.1,Medium,25,21,5,20,3,6.73,2,Medium,1120,1195,Not Started
PROJ_3627,Construction,28,1415931.72,20,4.84,14,Waterfall,Mixed,1,1,1.23,Closure,Moderate,0.33,0.8,1,3.51,High,New,4,Excellent,0.0,0.81,Strong,Internal,0.15,9.65,0.65,Low,3.57,6,0.82,0.0,Junior PM,Ad-hoc,Low,Good,,Cost-Plus,Medium,Stable,Occasional,,,Fully Remote,Basic,11,3,1.0,Medium,140,46,64,76,3,16.99,4,Low,3200,3743,In Progress
PROJ_3628,Manufacturing,7,439529.73,7,1.85,5,Hybrid,Mixed,2,2,1.83,Execution,Volatile,0.53,0.91,1,1.93,Low,Familiar,2,Medium,0.0,0.66,Moderate,Internal,0.24,8.43,0.45,High,1.45,5,0.75,0.0,Mid-level PM,Defined,Low,Moderate,,Hybrid,High,Stable,Occasional,,Basic,Fully Colocated,Good,3,1,1.0,Critical,42,83,34,8,1,18.44,12,Medium,1120,1326,In Progress
PROJ_3629,Manufacturing,12,859209.62,15,5.13,8,Hybrid,Senior,5,1,0.56,Initiation,Stable,0.13,0.4,0,1.41,High,Expert,3,Low,0.0,0.64,Strong,Internal,0.23,1.38,0.68,High,0.1,4,0.73,0.0,Mid-level PM,Ad-hoc,High,Moderate,,Hybrid,High,High,Occasional,,,Fully Colocated,Good,4,4,1.0,Medium,84,82,68,16,5,0.82,4,High,2400,2419,In Progress
PROJ_3630,Manufacturing,13,1073666.66,15,5.53,9,Scrum,Mixed,0,3,0.34,Closure,Stable,0.35,0.44,0,0.95,Critical,Expert,3,Low,0.0,1.26,Moderate,Internal,0.91,1.88,0.59,Medium,1.85,2,0.8,0.0,Junior PM,Defined,Medium,Moderate,,Hybrid,High,Moderate,Regular,Formal,Basic,Hybrid,Good,10,3,1.0,High,91,61,55,36,6,0.67,4,Low,2400,2416,In Progress
PROJ_3631,Construction,23,1249796.53,21,4.97,10,Waterfall,Mixed,3,2,2.69,Closure,Volatile,0.39,0.86,3,2.99,Low,Familiar,2,High,0.0,1.1,Moderate,External,0.61,7.46,0.48,Low,1.7,1,0.8,0.0,Senior PM,Managed,Medium,Moderate,,Fixed-Price,High,High,Occasional,Formal,Formal,Fully Colocated,Basic,10,7,1.0,High,161,80,128,33,0,20.81,11,Low,3360,4059,In Progress
PROJ_3632,Construction,32,2424785.43,24,5.97,22,Hybrid,Senior,3,2,1.41,Initiation,Moderate,0.15,0.9,3,2.88,Critical,Familiar,3,Poor,0.0,0.68,Strong,Internal,0.15,3.45,0.41,Critical,1.7,7,0.8,0.0,Junior PM,Ad-hoc,Low,Moderate,,Time & Materials,High,Moderate,Strategic,Advanced,,Fully Colocated,Good,6,7,1.0,High,128,11,14,114,1,27.84,3,High,3840,4909,Not Started
PROJ_3633,IT,5,821027.8,10,4.93,10,Agile,Senior,5,4,1.53,Closure,Volatile,0.12,0.56,2,2.98,High,Familiar,1,Medium,0.19,1.0,Weak,External,0.03,7.57,0.82,Critical,1.94,4,0.85,0.69,Senior PM,Managed,Medium,Good,Modern/Stable,Time & Materials,Low,High,Occasional,Formal,Formal,Hybrid,Basic,4,1,1.0,Low,30,65,19,11,1,37.69,7,Medium,1600,2203,In Progress
PROJ_3634,IT,16,1107621.84,20,9.15,13,Agile,Junior,0,5,1.02,Planning,Moderate,0.5,0.91,1,2.79,Medium,New,4,Excellent,0.13,0.98,Moderate,External,0.1,7.15,0.85,Low,0.21,7,0.82,0.46,Senior PM,Defined,Strict,Good,Legacy/Unstable,Fixed-Price,Low,Extreme,Regular,Formal,Formal,Hybrid,Basic,1,3,1.0,Critical,112,69,77,35,6,7.16,2,Medium,3200,3429,In Progress
PROJ_3635,IT,13,1303872.13,23,8.52,14,Kanban,Junior,1,6,2.8,Initiation,Moderate,0.28,0.61,3,3.43,Low,Expert,5,Excellent,0.0,1.1,Moderate,Government,0.62,9.21,0.8,Low,0.86,2,0.79,0.27,Senior PM,Defined,High,Good,Legacy/Unstable,Hybrid,Low,Extreme,Regular,Formal,,Hybrid,Basic,4,4,1.0,High,91,32,29,62,6,4.13,11,High,3680,3831,In Progress
PROJ_3636,IT,12,814852.55,17,5.58,12,Kanban,Senior,3,3,0.74,Planning,Moderate,0.3,0.89,3,5.67,Medium,Expert,2,High,0.0,1.25,Strong,Internal,0.46,7.5,0.63,High,4.46,4,0.65,0.79,Mid-level PM,Defined,Strict,Moderate,Legacy/Unstable,Fixed-Price,Medium,Moderate,Strategic,,Basic,Hybrid,Poor,11,4,1.1,High,84,49,41,43,1,2.08,3,Low,2720,2776,In Progress
PROJ_3637,IT,13,899625.32,19,7.41,8,Kanban,Mixed,2,3,0.92,Planning,Stable,0.45,0.87,3,16.36,Medium,New,2,Low,0.0,1.2,Weak,Mixed,0.9,4.39,0.4,Critical,0.13,6,0.69,0.98,Junior PM,Optimizing,High,Moderate,Legacy/Unstable,Hybrid,Medium,Moderate,Regular,Formal,Advanced,Fully Remote,Good,1,7,1.0,High,52,73,37,15,1,17.44,0,High,3040,3570,In Progress
PROJ_3638,Healthcare,18,1037215.62,17,4.71,12,Hybrid,Expert,3,1,1.17,Initiation,Moderate,0.29,0.63,4,5.12,Low,Expert,4,Poor,0.0,1.2,Moderate,Government,0.38,5.94,0.44,Low,0.82,0,0.84,0.0,Mid-level PM,Managed,Low,Poor,,Cost-Plus,Medium,Extreme,Strategic,Formal,Formal,Hybrid,Poor,10,2,1.0,Medium,72,94,67,5,3,24.93,6,Low,2720,3398,Completed
PROJ_3639,Construction,32,1962293.77,23,5.91,16,Waterfall,Senior,6,4,1.28,Monitoring,Moderate,0.06,0.35,1,1.29,Low,Familiar,4,Medium,0.0,1.26,Weak,External,0.05,8.83,0.47,Low,0.15,1,0.74,0.0,Senior PM,Managed,Low,Moderate,,Fixed-Price,Medium,Extreme,Regular,Formal,Basic,Fully Remote,Good,6,6,1.0,Critical,160,32,51,109,0,33.62,0,Low,3680,4917,In Progress
PROJ_3640,IT,10,634627.71,11,4.8,7,Scrum,Senior,6,3,2.52,Monitoring,Stable,0.17,0.67,1,2.86,Medium,Expert,2,Low,0.08,0.99,Moderate,External,0.47,9.74,0.85,High,0.2,1,0.7,0.79,Mid-level PM,Optimizing,Strict,Poor,Mixed,Fixed-Price,Low,Moderate,First-time,Advanced,Formal,Partially Colocated,Good,7,3,1.0,Medium,60,38,22,38,7,27.31,14,Medium,1760,2240,In Progress
PROJ_3641,Marketing,11,841959.1,11,4.31,11,Kanban,Expert,3,3,2.68,Monitoring,Moderate,0.12,0.63,1,7.79,Critical,Familiar,2,Low,0.0,0.63,Weak,Mixed,0.46,5.62,0.43,Low,1.21,5,0.88,0.0,Certified PM,Defined,High,Limited,,Hybrid,High,High,Regular,Basic,Advanced,Partially Colocated,Good,9,3,1.0,Low,55,87,47,8,1,8.33,1,High,1760,1906,In Progress
PROJ_3642,Manufacturing,6,754669.13,13,6.6,8,Agile,Mixed,2,4,0.48,Execution,Moderate,0.26,0.9,0,2.56,Medium,New,1,High,0.21,0.82,Weak,Internal,0.74,1.7,0.69,Low,2.28,4,0.79,0.0,Junior PM,Managed,Low,Excellent,,Hybrid,Low,Moderate,Regular,,Advanced,Fully Colocated,Basic,1,4,1.0,Medium,36,99,35,1,7,18.47,10,Low,2080,2464,Completed
PROJ_3643,Construction,45,2668846.31,31,6.65,19,Waterfall,Junior,1,3,1.87,Initiation,Stable,0.35,0.86,3,1.71,Low,New,3,Medium,0.0,1.17,Moderate,External,0.63,7.99,0.76,High,0.57,2,0.42,0.0,Mid-level PM,Defined,High,Good,,Fixed-Price,Medium,Extreme,Strategic,,,Fully Colocated,Good,11,8,1.0,Critical,180,60,108,72,3,36.41,6,Medium,4960,6765,In Progress
PROJ_3644,Manufacturing,20,1252026.16,15,4.69,14,Hybrid,Mixed,1,1,1.11,Planning,Moderate,0.57,0.58,3,2.1,High,Familiar,4,High,0.0,1.27,Moderate,External,0.23,5.47,0.39,Low,1.1,5,0.85,0.0,Junior PM,Defined,Medium,Excellent,,Time & Materials,Low,Stable,Strategic,Basic,Basic,Hybrid,Basic,8,6,1.0,Low,140,78,109,31,1,13.07,0,High,2400,2713,In Progress
PROJ_3645,IT,5,604128.99,14,6.16,7,Agile,Mixed,0,4,1.32,Initiation,Moderate,0.21,0.65,1,5.1,Medium,Familiar,3,High,0.09,0.94,Moderate,External,0.05,5.5,0.73,Medium,1.08,0,0.99,0.25,Certified PM,Managed,Strict,Excellent,Legacy/Unstable,Fixed-Price,Low,Stable,First-time,Formal,Basic,Hybrid,Good,2,5,1.0,Medium,25,98,24,1,2,19.95,10,High,2240,2686,Completed
PROJ_3646,Manufacturing,6,564183.32,10,3.71,4,Hybrid,Senior,1,2,0.91,Initiation,Moderate,0.39,0.83,0,2.54,High,Expert,2,Medium,0.0,0.71,Strong,Mixed,0.12,7.26,0.77,Medium,0.99,7,0.64,0.0,Mid-level PM,Defined,Low,Moderate,,Time & Materials,Medium,Stable,Strategic,,,Fully Colocated,Basic,7,3,1.0,Medium,42,40,16,26,1,38.34,2,Low,1600,2213,In Progress
PROJ_3647,R&D,15,1130369.55,23,9.29,14,Agile,Junior,1,4,1.18,Initiation,Stable,0.42,0.61,1,2.13,Low,New,2,High,0.01,1.17,Moderate,Internal,0.27,3.79,0.99,Critical,2.4,7,0.94,0.0,Mid-level PM,Defined,Low,Limited,,Fixed-Price,Medium,High,First-time,,Basic,Fully Remote,Good,4,7,1.0,Critical,75,59,44,31,6,29.39,12,Low,3680,4761,In Progress
PROJ_3648,Marketing,9,978171.08,14,4.54,12,Kanban,Mixed,1,1,3.61,Planning,Moderate,0.4,0.56,3,1.37,Critical,New,4,Poor,0.0,0.7,Weak,Internal,0.55,1.68,0.55,High,0.71,7,0.91,0.0,Senior PM,Managed,Medium,Moderate,,Time & Materials,Low,Extreme,Regular,,,Partially Colocated,Basic,6,4,1.0,Critical,36,29,10,26,5,29.91,5,Low,2240,2909,Not Started
PROJ_3649,Construction,42,2283769.56,30,7.8,17,Waterfall,Senior,7,2,1.43,Planning,Stable,0.4,0.91,1,3.34,Medium,Familiar,2,Excellent,0.0,1.0,Moderate,Internal,0.28,9.16,0.99,High,0.81,7,0.9,0.0,Junior PM,Optimizing,High,Excellent,,Time & Materials,Medium,Moderate,Regular,Formal,Advanced,Hybrid,Excellent,9,6,1.0,Low,168,64,107,61,5,10.09,5,High,4800,5284,In Progress
PROJ_3650,Marketing,14,1061943.71,16,7.83,10,Agile,Senior,3,4,1.71,Execution,Moderate,0.2,0.52,4,2.61,Low,Expert,5,Poor,0.18,0.74,Moderate,Internal,0.78,5.86,0.8,Critical,2.28,7,0.92,0.0,Senior PM,Defined,Low,Good,,Hybrid,Medium,High,Occasional,Basic,Formal,Partially Colocated,Basic,10,3,1.1,High,56,90,50,6,1,16.59,5,Low,2560,2984,In Progress
PROJ_3651,IT,10,622551.24,13,6.06,6,Kanban,Mixed,1,5,3.16,Monitoring,Moderate,0.43,0.94,1,3.17,High,New,5,Poor,0.14,1.0,Moderate,Mixed,0.35,5.11,0.81,High,1.14,7,0.75,0.48,Junior PM,Optimizing,High,Moderate,Mixed,Time & Materials,Medium,High,Occasional,Advanced,Advanced,Hybrid,Good,3,3,1.0,Medium,50,11,5,45,4,3.29,10,High,2080,2148,Not Started
PROJ_3652,Construction,13,797094.1,13,3.25,11,Waterfall,Senior,2,3,2.35,Planning,Moderate,0.09,0.46,0,4.3,Medium,Expert,3,Low,0.0,0.88,Moderate,Internal,0.33,9.64,0.56,Medium,0.89,6,0.86,0.0,Senior PM,Optimizing,Medium,Poor,,Fixed-Price,Low,Stable,Occasional,Formal,Formal,Fully Remote,Excellent,4,4,1.0,Medium,78,34,26,52,2,24.26,12,Medium,2080,2584,In Progress
PROJ_3653,Healthcare,4,626622.24,9,4.06,7,Scrum,Expert,1,4,4.09,Closure,Moderate,0.38,0.42,1,3.81,High,Familiar,1,Excellent,0.11,1.3,Weak,Internal,0.82,6.12,0.62,High,0.54,0,0.92,0.0,Senior PM,Managed,High,Moderate,,Fixed-Price,Medium,Stable,Regular,Formal,Formal,Partially Colocated,Basic,9,3,1.0,Low,20,22,4,16,0,4.15,1,High,1440,1499,Not Started
PROJ_3654,IT,9,568014.73,7,3.12,10,Scrum,Senior,5,0,0.27,Initiation,Moderate,0.09,0.72,3,2.1,Critical,Familiar,4,High,0.1,0.77,Moderate,External,0.29,3.79,0.65,Low,0.17,0,0.75,0.24,Senior PM,Defined,Low,Excellent,Legacy/Unstable,Hybrid,Medium,Moderate,Occasional,Advanced,Basic,Partially Colocated,Good,8,2,1.0,Low,54,79,42,12,1,33.44,1,Low,1120,1494,In Progress
PROJ_3655,IT,12,744921.2,15,6.62,8,Agile,Mixed,0,5,2.19,Monitoring,Moderate,0.54,0.48,2,0.92,Critical,Expert,5,High,0.09,0.89,Moderate,External,0.89,5.54,0.49,Critical,1.22,0,0.72,0.81,Mid-level PM,Managed,High,Excellent,Mixed,Fixed-Price,Medium,Moderate,Occasional,Formal,Basic,Fully Remote,Excellent,9,3,1.0,High,60,76,45,15,7,32.58,5,High,2400,3181,In Progress
